class,item,category,probability
0,X1.6,5,0.5028248587578837
1,X1.6,5,0.15104166666666666
2,X1.6,5,0.2700421940926121
0,Y3.5,1,1e-15
1,Y3.5,1,0.08333333333333333
2,Y3.5,1,1e-15
0,Y3.5,2,1e-15
1,Y3.5,2,0.2578125
2,Y3.5,2,1e-15
0,Y3.5,3,1e-15
1,Y3.5,3,0.2708333333333333
2,Y3.5,3,0.22784810126423105
0,Y3.5,4,0.48775894538467257
1,Y3.5,4,0.2317708333333334
2,Y3.5,4,0.5021097046443671
0,Y3.5,5,0.5122410546153263
1,Y3.5,5,0.15625000000000008
2,Y3.5,5,0.27004219409140334
0,Y3.6,1,1e-15
1,Y3.6,1,0.07291666666666667
2,Y3.6,1,1e-15
0,Y3.6,2,1e-15
1,Y3.6,2,0.2604166666666667
2,Y3.6,2,1e-15
0,Y3.6,3,1e-15
1,Y3.6,3,0.25781250000000006
2,Y3.6,3,0.2109704641335472
0,Y3.6,4,0.5310734463276011
1,Y3.6,4,0.2630208333333334
2,Y3.6,4,0.5147679324897498
0,Y3.6,5,0.4689265536723979
1,Y3.6,5,0.14583333333333334
2,Y3.6,5,0.27426160337670447
0,Y3.7,1,1e-15
1,Y3.7,1,0.09635416666666667
2,Y3.7,1,1e-15
0,Y3.7,2,1e-15
1,Y3.7,2,0.23697916666666666
2,Y3.7,2,1e-15
0,Y3.7,3,1e-15
1,Y3.7,3,0.2890625000000001
2,Y3.7,3,0.2405063291122437
0,Y3.7,4,0.5065913370987786
1,Y3.7,4,0.2630208333333333
2,Y3.7,4,0.49789029536102486
0,Y3.7,5,0.49340866290122026
1,Y3.7,5,0.11458333333333333
2,Y3.7,5,0.2616033755267329
0,Y3.8,1,1e-15
1,Y3.8,1,0.09375
2,Y3.8,1,1e-15
0,Y3.8,2,1e-15
1,Y3.8,2,0.25
2,Y3.8,2,1e-15
0,Y3.8,3,1e-15
1,Y3.8,3,0.2708333333333334
2,Y3.8,3,0.24894514767758566
0,Y3.8,4,0.4802259886997492
1,Y3.8,4,0.2421875
2,Y3.8,4,0.45991561181631513
0,Y3.8,5,0.5197740113002497
1,Y3.8,5,0.1432291666666667
2,Y3.8,5,0.2911392405061008
0,Z1.1,1,1e-15
1,Z1.1,1,0.08333333333333333
2,Z1.1,1,1e-15
0,Z1.1,2,1e-15
1,Z1.1,2,0.2552083333333333
2,Z1.1,2,1e-15
0,Z1.1,3,1e-15
1,Z1.1,3,0.2734375000000001
2,Z1.1,3,0.2742616033736113
0,Z1.1,4,0.5367231638413135
1,Z1.1,4,0.2421875
2,Z1.1,4,0.46413502109866106
0,Z1.1,5,0.4632768361586854
1,Z1.1,5,0.14583333333333334
2,Z1.1,5,0.2616033755277291
0,Z1.2,1,1e-15
1,Z1.2,1,0.08854166666666667
2,Z1.2,1,1e-15
0,Z1.2,2,1e-15
1,Z1.2,2,0.23177083333333334
2,Z1.2,2,1e-15
0,Z1.2,3,1e-15
1,Z1.2,3,0.265625
2,Z1.2,3,0.2700421940909405
0,Z1.2,4,0.48775894538587655
1,Z1.2,4,0.2447916666666667
2,Z1.2,4,0.4936708860763276
0,Z1.2,5,0.5122410546141224
1,Z1.2,5,0.1692708333333334
2,Z1.2,5,0.23628691983273337
0,Z1.3,1,1e-15
1,Z1.3,1,0.0703125
2,Z1.3,1,1e-15
0,Z1.3,2,1e-15
1,Z1.3,2,0.25
2,Z1.3,2,1e-15
0,Z1.3,3,1e-15
1,Z1.3,3,0.23697916666666677
2,Z1.3,3,0.3080168776349788
0,Z1.3,4,0.47834274952787886
1,Z1.3,4,0.28906250000000006
2,Z1.3,4,0.4936708860787798
0,Z1.3,5,0.52165725047212
1,Z1.3,5,0.15364583333333334
2,Z1.3,5,0.19831223628624284
0,Z1.4,1,1e-15
1,Z1.4,1,0.07291666666666667
2,Z1.4,1,1e-15
0,Z1.4,2,1e-15
1,Z1.4,2,0.25
2,Z1.4,2,1e-15
0,Z1.4,3,1e-15
1,Z1.4,3,0.2786458333333334
2,Z1.4,3,0.20675105485087614
0,Z1.4,4,0.4915254237279033
1,Z1.4,4,0.2265625
2,Z1.4,4,0.5105485232086571
0,Z1.4,5,0.5084745762720955
1,Z1.4,5,0.171875
2,Z1.4,5,0.28270042194046824
0,Z1.5,1,1e-15
1,Z1.5,1,0.07552083333333333
2,Z1.5,1,1e-15
0,Z1.5,2,1e-15
1,Z1.5,2,0.2864583333333333
2,Z1.5,2,1e-15
0,Z1.5,3,1e-15
1,Z1.5,3,0.21093750000000003
2,Z1.5,3,0.25316455696025664
0,Z1.5,4,0.5141242937839898
1,Z1.5,4,0.29947916666666674
2,Z1.5,4,0.5443037974711026
0,Z1.5,5,0.4858757062160092
1,Z1.5,5,0.12760416666666669
2,Z1.5,5,0.20253164556864212
0,Z1.6,1,1e-15
1,Z1.6,1,0.057291666666666664
2,Z1.6,1,1e-15
0,Z1.6,2,1e-15
1,Z1.6,2,0.22135416666666666
2,Z1.6,2,1e-15
0,Z1.6,3,1e-15
1,Z1.6,3,0.2994791666666667
2,Z1.6,3,0.24472573839491482
0,Z1.6,4,0.47645951035830514
1,Z1.6,4,0.2604166666666667
2,Z1.6,4,0.4767932489440478
0,Z1.6,5,0.5235404896416936
1,Z1.6,5,0.16145833333333345
2,Z1.6,5,0.2784810126610389
0,X1.7,1,1e-15
1,X1.7,1,0.078125
2,X1.7,1,1e-15
0,X1.7,2,1e-15
1,X1.7,2,0.2421875
2,X1.7,2,1e-15
0,X1.7,3,1e-15
1,X1.7,3,0.2864583333333333
2,X1.7,3,0.21097046413354725
0,X1.7,4,0.5160075329553692
1,X1.7,4,0.2838541666666668
2,X1.7,4,0.4894514767963832
0,X1.7,5,0.4839924670446298
1,X1.7,5,0.109375
2,X1.7,5,0.2995780590700711
0,Z1.7,1,1e-15
1,Z1.7,1,0.07552083333333333
2,Z1.7,1,1e-15
0,Z1.7,2,1e-15
1,Z1.7,2,0.2421875
2,Z1.7,2,1e-15
0,Z1.7,3,1e-15
1,Z1.7,3,0.2994791666666668
2,Z1.7,3,0.2784810126562823
0,Z1.7,4,0.4952919020718855
1,Z1.7,4,0.2604166666666667
2,Z1.7,4,0.47679324894455427
0,Z1.7,5,0.5047080979281134
1,Z1.7,5,0.12239583333333333
2,Z1.7,5,0.24472573839916492
0,Z1.8,1,1e-15
1,Z1.8,1,0.078125
2,Z1.8,1,1e-15
0,Z1.8,2,1e-15
1,Z1.8,2,0.2682291666666667
2,Z1.8,2,1e-15
0,Z1.8,3,1e-15
1,Z1.8,3,0.23437500000000008
2,Z1.8,3,0.2700421940909404
0,Z1.8,4,0.5009416195852778
1,Z1.8,4,0.24739583333333337
2,Z1.8,4,0.523206751055614
0,Z1.8,5,0.49905838041472117
1,Z1.8,5,0.171875
2,Z1.8,5,0.20675105485344714
0,Z2.1,1,1e-15
1,Z2.1,1,0.0859375
2,Z2.1,1,1e-15
0,Z2.1,2,1e-15
1,Z2.1,2,0.24479166666666666
2,Z2.1,2,1e-15
0,Z2.1,3,1e-15
1,Z2.1,3,0.2682291666666667
2,Z2.1,3,0.2784810126562824
0,Z2.1,4,0.485875706213814
1,Z2.1,4,0.2682291666666668
2,Z2.1,4,0.5316455696218939
0,Z2.1,5,0.514124293786185
1,Z2.1,5,0.1328125
2,Z2.1,5,0.18987341772182523
0,Z2.2,1,1e-15
1,Z2.2,1,0.08854166666666667
2,Z2.2,1,1e-15
0,Z2.2,2,1e-15
1,Z2.2,2,0.2526041666666667
2,Z2.2,2,1e-15
0,Z2.2,3,1e-15
1,Z2.2,3,0.2838541666666667
2,Z2.2,3,0.21940928269888915
0,Z2.2,4,0.44444444444384046
1,Z2.2,4,0.2604166666666667
2,Z2.2,4,0.5400843881863386
0,Z2.2,5,0.5555555555561584
1,Z2.2,5,0.11458333333333343
2,Z2.2,5,0.24050632911477368
0,Z2.3,1,1e-15
1,Z2.3,1,0.08333333333333333
2,Z2.3,1,1e-15
0,Z2.3,2,1e-15
1,Z2.3,2,0.2265625
2,Z2.3,2,1e-15
0,Z2.3,3,1e-15
1,Z2.3,3,0.28645833333333337
2,Z2.3,3,0.24050632911224382
0,Z2.3,4,0.514124293785439
1,Z2.3,4,0.2526041666666667
2,Z2.3,4,0.4810126582277915
0,Z2.3,5,0.48587570621455983
1,Z2.3,5,0.15104166666666677
2,Z2.3,5,0.2784810126599661
0,Z2.4,1,1e-15
1,Z2.4,1,0.0859375
2,Z2.4,1,1e-15
0,Z2.4,2,1e-15
1,Z2.4,2,0.2552083333333333
2,Z2.4,2,1e-15
0,Z2.4,3,1e-15
1,Z2.4,3,0.2708333333333334
2,Z2.4,3,0.2700421940909403
0,Z2.4,4,0.4839924670427394
1,Z2.4,4,0.25
2,Z2.4,4,0.48945147679449885
0,Z2.4,5,0.5160075329572594
1,Z2.4,5,0.13802083333333334
2,Z2.4,5,0.2405063291145623
0,Z2.5,1,1e-15
1,Z2.5,1,0.0859375
2,Z2.5,1,1e-15
0,Z2.5,2,1e-15
1,Z2.5,2,0.2708333333333333
2,Z2.5,2,1e-15
0,Z2.5,3,1e-15
1,Z2.5,3,0.2864583333333334
2,Z2.5,3,0.3037974683523079
0,Z2.5,4,0.525423728812443
1,Z2.5,4,0.23437500000000003
2,Z2.5,4,0.48101265823065886
0,Z2.5,5,0.4745762711875558
1,Z2.5,5,0.12239583333333336
2,Z2.5,5,0.2151898734170347
0,Z2.6,1,1e-15
1,Z2.6,1,0.07291666666666667
2,Z2.6,1,1e-15
0,Z2.6,2,1e-15
1,Z2.6,2,0.23958333333333334
2,Z2.6,2,1e-15
0,Z2.6,3,1e-15
1,Z2.6,3,0.2682291666666668
2,Z2.6,3,0.2573839662429275
0,Z2.6,4,0.5235404896422364
1,Z2.6,4,0.2708333333333333
2,Z2.6,4,0.5021097046413833
0,Z2.6,5,0.47645951035776246
1,Z2.6,5,0.1484375
2,Z2.6,5,0.24050632911569067
0,Z2.7,1,1e-15
1,Z2.7,1,0.08854166666666667
2,Z2.7,1,1e-15
0,Z2.7,2,1e-15
1,Z2.7,2,0.2604166666666667
2,Z2.7,2,1e-15
0,Z2.7,3,1e-15
1,Z2.7,3,0.3046875
2,Z2.7,3,0.2700421940909405
0,Z2.7,4,0.5310734463266387
1,Z2.7,4,0.20833333333333345
2,Z2.7,4,0.4810126582305385
0,Z2.7,5,0.4689265536733602
1,Z2.7,5,0.13802083333333334
2,Z2.7,5,0.24894514767852247
0,Z2.8,1,1e-15
1,Z2.8,1,0.049479166666666664
2,Z2.8,1,1e-15
0,Z2.8,2,1e-15
1,Z2.8,2,0.3125
2,Z2.8,2,1e-15
0,Z2.8,3,1e-15
1,Z2.8,3,0.23958333333333334
2,Z2.8,3,0.24050632911224387
0,Z2.8,4,0.48022598870043537
1,Z2.8,4,0.2942708333333335
2,Z2.8,4,0.49367088607614523
0,Z2.8,5,0.5197740112995635
1,Z2.8,5,0.10416666666666667
2,Z2.8,5,0.2658227848116124
0,X1.8,1,1e-15
1,X1.8,1,0.08333333333333333
2,X1.8,1,1e-15
0,X1.8,2,1e-15
1,X1.8,2,0.2734375
2,X1.8,2,1e-15
0,X1.8,3,1e-15
1,X1.8,3,0.2864583333333334
2,X1.8,3,0.27426160337361133
0,X1.8,4,0.5028248587559017
1,X1.8,4,0.23697916666666666
2,X1.8,4,0.5105485232092967
0,X1.8,5,0.4971751412440972
1,X1.8,5,0.1197916666666667
2,X1.8,5,0.2151898734170935
0,Z3.1,1,1e-15
1,Z3.1,1,0.09114583333333333
2,Z3.1,1,1e-15
0,Z3.1,2,1e-15
1,Z3.1,2,0.2708333333333333
2,Z3.1,2,1e-15
0,Z3.1,3,1e-15
1,Z3.1,3,0.2630208333333334
2,Z3.1,3,0.23628691982957276
0,Z3.1,4,0.5197740112986179
1,Z3.1,4,0.23177083333333334
2,Z3.1,4,0.5358649789046717
0,Z3.1,5,0.48022598870138106
1,Z3.1,5,0.14322916666666666
2,Z3.1,5,0.22784810126575714
0,Z3.2,1,1e-15
1,Z3.2,1,0.09635416666666667
2,Z3.2,1,1e-15
0,Z3.2,2,1e-15
1,Z3.2,2,0.2734375
2,Z3.2,2,1e-15
0,Z3.2,3,1e-15
1,Z3.2,3,0.2604166666666667
2,Z3.2,3,0.24472573839491477
0,Z3.2,4,0.5536723163841386
1,Z3.2,4,0.23697916666666666
2,Z3.2,4,0.4430379746844114
0,Z3.2,5,0.44632768361586034
1,Z3.2,5,0.13281250000000008
2,Z3.2,5,0.3122362869206753
0,Z3.3,1,1e-15
1,Z3.3,1,0.052083333333333336
2,Z3.3,1,1e-15
0,Z3.3,2,1e-15
1,Z3.3,2,0.2421875
2,Z3.3,2,1e-15
0,Z3.3,3,1e-15
1,Z3.3,3,0.2708333333333334
2,Z3.3,3,0.23206751054690186
0,Z3.3,4,0.49529190207109913
1,Z3.3,4,0.3046875
2,Z3.3,4,0.5274261603383673
0,Z3.3,5,0.5047080979288998
1,Z3.3,5,0.13020833333333337
2,Z3.3,5,0.24050632911473227
0,Z3.4,1,1e-15
1,Z3.4,1,0.11979166666666667
2,Z3.4,1,1e-15
0,Z3.4,2,1e-15
1,Z3.4,2,0.25
2,Z3.4,2,1e-15
0,Z3.4,3,1e-15
1,Z3.4,3,0.2265625
2,Z3.4,3,0.25738396624292764
0,Z3.4,4,0.48210922787255783
1,Z3.4,4,0.23958333333333348
2,Z3.4,4,0.4767932489437994
0,Z3.4,5,0.5178907721274411
1,Z3.4,5,0.1640625
2,Z3.4,5,0.2658227848132745
0,Z3.5,1,1e-15
1,Z3.5,1,0.11458333333333333
2,Z3.5,1,1e-15
0,Z3.5,2,1e-15
1,Z3.5,2,0.22916666666666666
2,Z3.5,2,1e-15
0,Z3.5,3,1e-15
1,Z3.5,3,0.2552083333333333
2,Z3.5,3,0.2067510548508763
0,Z3.5,4,0.5197740112988813
1,Z3.5,4,0.23437500000000008
2,Z3.5,4,0.5147679324907265
0,Z3.5,5,0.48022598870111755
1,Z3.5,5,0.1666666666666667
2,Z3.5,5,0.2784810126583988
0,Z3.6,1,1e-15
1,Z3.6,1,0.08072916666666667
2,Z3.6,1,1e-15
0,Z3.6,2,1e-15
1,Z3.6,2,0.25
2,Z3.6,2,1e-15
0,Z3.6,3,1e-15
1,Z3.6,3,0.2916666666666668
2,Z3.6,3,0.24894514767758566
0,Z3.6,4,0.4839924670432073
1,Z3.6,4,0.2526041666666667
2,Z3.6,4,0.5105485232068051
0,Z3.6,5,0.5160075329567915
1,Z3.6,5,0.125
2,Z3.6,5,0.24050632911561073
0,Z3.7,1,1e-15
1,Z3.7,1,0.059895833333333336
2,Z3.7,1,1e-15
0,Z3.7,2,1e-15
1,Z3.7,2,0.2630208333333333
2,Z3.7,2,1e-15
0,Z3.7,3,1e-15
1,Z3.7,3,0.25520833333333337
2,Z3.7,3,0.27848101265628233
0,Z3.7,4,0.5028248587563534
1,Z3.7,4,0.24479166666666666
2,Z3.7,4,0.41772151898952403
0,Z3.7,5,0.49717514124364554
1,Z3.7,5,0.1770833333333334
2,Z3.7,5,0.3037974683541952
0,Z3.8,1,1e-15
1,Z3.8,1,0.09375
2,Z3.8,1,1e-15
0,Z3.8,2,1e-15
1,Z3.8,2,0.2630208333333333
2,Z3.8,2,1e-15
0,Z3.8,3,1e-15
1,Z3.8,3,0.2630208333333333
2,Z3.8,3,0.29957805906963714
0,Z3.8,4,0.4877589453856002
1,Z3.8,4,0.2187500000000001
2,Z3.8,4,0.4852320675116047
0,Z3.8,5,0.5122410546143987
1,Z3.8,5,0.16145833333333337
2,Z3.8,5,0.21518987341875967
0,X2.1,1,1e-15
1,X2.1,1,0.09114583333333333
2,X2.1,1,1e-15
0,X2.1,2,1e-15
1,X2.1,2,0.24479166666666666
2,X2.1,2,1e-15
0,X2.1,3,1e-15
1,X2.1,3,0.2578125
2,X2.1,3,0.29113924050429524
0,X2.1,4,0.5065913370986321
1,X2.1,4,0.25781250000000006
2,X2.1,4,0.43037974683861807
0,X2.1,5,0.4934086629013668
1,X2.1,5,0.14843750000000008
2,X2.1,5,0.2784810126570882
0,X2.2,1,1e-15
1,X2.2,1,0.09895833333333333
2,X2.2,1,1e-15
0,X2.2,2,1e-15
1,X2.2,2,0.2552083333333333
2,X2.2,2,1e-15
0,X2.2,3,1e-15
1,X2.2,3,0.28906250000000006
2,X2.2,3,0.27426160337361133
0,X2.2,4,0.51789077212758
1,X2.2,4,0.234375
2,X2.2,4,0.4894514767945233
0,X2.2,5,0.48210922787241894
1,X2.2,5,0.12239583333333337
2,X2.2,5,0.23628691983186695
